oaColorName;publicationId;year;publisherId;publisherName;journalId;journalTitle
Hybrid;pub.1050285844;2015;pblshr.1000329;International Union of Crystallography (IUCr);jour.1132432;Journal of Synchrotron Radiation
Closed;pub.1050298415;2015;pblshr.1000078;Elsevier;jour.1007697;Water Research
Closed;pub.1050304711;2015;pblshr.1000374;De Gruyter;jour.1313748;Biological Chemistry
Gold;pub.1050329695;2016;pblshr.1000340;Public Library of Science (PLoS);jour.1037553;PLoS ONE
Grün;pub.1050347063;2015;pblshr.1000297;Springer Nature;jour.1103138;Nature Genetics
Hybrid;pub.1050370637;2016;pblshr.1000311;Wiley;jour.1312031;The Journal of Physiology
Closed;pub.1050405365;2015;pblshr.1000297;Springer Nature;jour.1095586;Experimental and Applied Acarology
Gold;pub.1050408507;2015;pblshr.1000078;Elsevier;jour.1043519;Procedia - Social and Behavioral Sciences
Hybrid;pub.1050451523;2016;pblshr.1000297;Springer Nature;jour.1014525;Journal of Neurology
Grün;pub.1050464784;2015;pblshr.1000311;Wiley;jour.1140262;Geofluids
Closed;pub.1050470300;2016;pblshr.1000078;Elsevier;jour.1044002;Journal of Cleaner Production
Closed;pub.1050488689;2015;pblshr.1000010;American Medical Association (AMA);jour.1047255;JAMA Ophthalmology
Grün;pub.1050501060;2015;pblshr.1000297;Springer Nature;jour.1116831;Clinical Oral Investigations
Closed;pub.1050518545;2016;pblshr.1000078;Elsevier;jour.1138102;Forest Policy and Economics
Gold;pub.1050555378;2016;pblshr.1000297;Springer Nature;jour.1049394;The European Physical Journal C
Closed;pub.1050564962;2016;pblshr.1000311;Wiley;jour.1016355;ChemInform
Gold;pub.1050573826;2015;pblshr.1000329;International Union of Crystallography (IUCr);jour.1327126;Acta Crystallographica Section E: Crystallographic Communications
Grün;pub.1050578371;2015;pblshr.1000266;IOP Publishing;jour.1052750;The Astrophysical Journal Letters
Closed;pub.1050578506;2015;pblshr.1000374;De Gruyter;jour.1287925;Zeitschrift für Physikalische Chemie
Closed;pub.1050579526;2015;pblshr.1000311;Wiley;jour.1092363;Macromolecular Chemistry and Physics
Hybrid;pub.1050598401;2017;pblshr.1000297;Springer Nature;jour.1327447;Statistics and Computing
Closed;pub.1050599060;2017;pblshr.1000297;Springer Nature;jour.1136401;The Review of International Organizations
Gold;pub.1050599351;2016;pblshr.1000079;EMBO;jour.1040716;EMBO Molecular Medicine
Gold;pub.1050602658;2016;pblshr.1000340;Public Library of Science (PLoS);jour.1037553;PLoS ONE
Bronze;pub.1050630187;2015;pblshr.1000297;Springer Nature;jour.1135879;Journal for Labour Market Research
Hybrid;pub.1050633550;2015;pblshr.1000016;American Physical Society (APS);jour.1320496;Physical Review D
Grün;pub.1050659959;2015;pblshr.1000311;Wiley;jour.1021323;Journal of the Royal Statistical Society Series B (Statistical Methodology)
Grün;pub.1050669624;2015;pblshr.1000297;Springer Nature;jour.1327447;Statistics and Computing
Bronze;pub.1050681767;2015;pblshr.1000297;Springer Nature;jour.1136292;Metallurgical and Materials Transactions A
Closed;pub.1050697109;2016;pblshr.1000078;Elsevier;jour.1017827;Journal of Psychosomatic Research
Gold;pub.1050712673;2016;pblshr.1000297;Springer Nature;jour.1032884;BMC Biology
Gold;pub.1050721537;2016;pblshr.1000056;Cambridge University Press (CUP);jour.1137823;Annals of Glaciology
Grün;pub.1050733281;2016;pblshr.1000297;Springer Nature;jour.1051986;Food Security
Closed;pub.1050738704;2016;pblshr.1000311;Wiley;jour.1105167;Clinical Psychology & Psychotherapy
Gold;pub.1050753535;2015;pblshr.1000050;Brill Academic Publishers;jour.1121252;Bijdragen tot de Taal-, Land- en Volkenkunde
Closed;pub.1050765788;2015;pblshr.1000078;Elsevier;jour.1128816;Biological Control
Gold;pub.1050779535;2016;pblshr.1002258;Pensoft Publishers;jour.1044444;PhytoKeys
Closed;pub.1050779824;2017;pblshr.1000297;Springer Nature;jour.1023025;Mycorrhiza
Gold;pub.1050781028;2016;pblshr.1000297;Springer Nature;jour.1117766;Critical Care
Grün;pub.1050781631;2016;pblshr.1000311;Wiley;jour.1105433;Human Brain Mapping
Closed;pub.1050782973;2017;pblshr.1000297;Springer Nature;jour.1297490;International Journal of Earth Sciences
Closed;pub.1050825662;2015;pblshr.1000297;Springer Nature;jour.1136702;Economia Politica
Gold;pub.1050832424;2015;pblshr.1003145;Copernicus Publications;jour.1284254;Biogeosciences
Closed;pub.1050865490;2015;pblshr.1000078;Elsevier;jour.1103188;International Biodeterioration & Biodegradation
Closed;pub.1050909288;2015;pblshr.1000078;Elsevier;jour.1009647;Phytochemistry
Grün;pub.1050914522;2016;pblshr.1000374;De Gruyter;jour.1054186;Jahrbücher für Nationalökonomie und Statistik
Grün;pub.1050925220;2017;pblshr.1000301;Taylor & Francis;jour.1137417;The International Journal of Human Resource Management
Closed;pub.1050945812;2016;pblshr.1000297;Springer Nature;jour.1312344;Development Genes and Evolution
Grün;pub.1050946696;2018;pblshr.1000078;Elsevier;jour.1005861;Respiratory Physiology & Neurobiology
Closed;pub.1050952930;2017;pblshr.1000297;Springer Nature;jour.1047975;The European Journal of Development Research
Bronze;pub.1050954675;2016;pblshr.1000078;Elsevier;jour.1034467;Alzheimer's & Dementia
Closed;pub.1050954864;2015;pblshr.1000078;Elsevier;jour.1051522;Ceramics International
Hybrid;pub.1050957482;2015;pblshr.1000286;Oxford University Press (OUP);jour.1017305;Brain
Closed;pub.1050964217;2015;pblshr.1000056;Cambridge University Press (CUP);jour.1123672;The Journal of Asian Studies
Closed;pub.1050981740;2016;pblshr.1000311;Wiley;jour.1129018;Advanced Materials
Gold;pub.1050992318;2016;pblshr.1000286;Oxford University Press (OUP);jour.1049247;Gastroenterology Report
Gold;pub.1051049430;2016;pblshr.1000340;Public Library of Science (PLoS);jour.1037553;PLoS ONE
Hybrid;pub.1051053860;2015;pblshr.1000297;Springer Nature;jour.1036887;Metabolomics
Grün;pub.1051066940;2015;pblshr.1000078;Elsevier;jour.1123271;Journal of Economic Psychology
Hybrid;pub.1051083422;2016;pblshr.1000297;Springer Nature;jour.1039987;Stochastic Environmental Research and Risk Assessment
Closed;pub.1051122781;2015;pblshr.1000078;Elsevier;jour.1036664;Sedimentary Geology
Closed;pub.1051137860;2015;pblshr.1000297;Springer Nature;jour.1051712;Erkenntnis
Closed;pub.1051158409;2015;pblshr.1000078;Elsevier;jour.1013552;Soil Biology and Biochemistry
Gold;pub.1051168250;2016;pblshr.1001965;Frontiers;jour.1044458;Frontiers in Microbiology
Gold;pub.1051201195;2016;pblshr.1000078;Elsevier;jour.1094748;Physics Letters B
Closed;pub.1051217274;2015;pblshr.1000301;Taylor & Francis;jour.1140792;Journal of Crop Improvement
Closed;pub.1051253331;2015;pblshr.1000316;American Chemical Society (ACS);jour.1021332;Organic Letters
Hybrid;pub.1051261416;2016;pblshr.1000078;Elsevier;jour.1101321;Current Biology
Closed;pub.1051263949;2015;pblshr.1000297;Springer Nature;jour.1049395;Monatshefte für Mathematik
Closed;pub.1051272219;2016;pblshr.1000311;Wiley;jour.1114021;European Journal of Neurology
Closed;pub.1051281150;2016;pblshr.1000297;Springer Nature;jour.1091102;Pediatric Cardiology
Grün;pub.1051309720;2015;pblshr.1000311;Wiley;jour.1102338;The Plant Journal
Closed;pub.1051315547;2016;pblshr.1000297;Springer Nature;jour.1037502;Nature Protocols
Hybrid;pub.1051316367;2016;pblshr.1000297;Springer Nature;jour.1028679;Euphytica
Hybrid;pub.1051331487;2016;pblshr.1000078;Elsevier;jour.1093515;Journal of Equine Veterinary Science
Closed;pub.1051347665;2016;pblshr.1000311;Wiley;jour.1085116;Contact Dermatitis
Gold;pub.1051350251;2016;pblshr.1000297;Springer Nature;jour.1045271;Translational Psychiatry
Closed;pub.1051368534;2016;pblshr.1000297;Springer Nature;jour.1275087;Zeitschrift für Literaturwissenschaft und Linguistik
Closed;pub.1051375249;2015;pblshr.1000297;Springer Nature;jour.1297490;International Journal of Earth Sciences
Closed;pub.1051408578;2016;pblshr.1000078;Elsevier;jour.1044002;Journal of Cleaner Production
Gold;pub.1051413139;2015;pblshr.1000297;Springer Nature;jour.1036449;Algorithms for Molecular Biology
Gold;pub.1051436308;2016;pblshr.1000297;Springer Nature;jour.1049394;The European Physical Journal C
Closed;pub.1051470964;2015;pblshr.1000297;Springer Nature;jour.1031697;Wood Science and Technology
Hybrid;pub.1051471148;2015;pblshr.1000078;Elsevier;jour.1327373;Biochimica et Biophysica Acta (BBA) - Lipids and Lipid Metabolism
Closed;pub.1051473129;2016;pblshr.1000297;Springer Nature;jour.1126575;Plant and Soil
Closed;pub.1051479440;2017;pblshr.1000078;Elsevier;jour.1015319;Kidney International
Closed;pub.1051488161;2016;pblshr.1000078;Elsevier;jour.1044002;Journal of Cleaner Production
Bronze;pub.1051507703;2015;pblshr.1000078;Elsevier;jour.1016296;Journal of Dentistry
Closed;pub.1051511022;2016;pblshr.1000078;Elsevier;jour.1138102;Forest Policy and Economics
Closed;pub.1051512175;2015;pblshr.1000078;Elsevier;jour.1027840;Land Use Policy
Closed;pub.1051553991;2015;pblshr.1000311;Wiley;jour.1045549;Global Strategy Journal
Bronze;pub.1051555030;2015;pblshr.1000286;Oxford University Press (OUP);jour.1017305;Brain
Grün;pub.1051563426;2017;pblshr.1000297;Springer Nature;jour.1136216;Communications in Mathematical Physics
Closed;pub.1051563435;2016;pblshr.1000078;Elsevier;jour.1032186;Ecological Indicators
Closed;pub.1051572101;2016;pblshr.1000297;Springer Nature;jour.1102620;Quality of Life Research
Grün;pub.1051576926;2017;pblshr.1000078;Elsevier;jour.1036896;Games and Economic Behavior
Closed;pub.1051587560;2016;pblshr.1000297;Springer Nature;jour.1136292;Metallurgical and Materials Transactions A
Gold;pub.1051598877;2015;pblshr.1000297;Springer Nature;jour.1043282;Nature Communications
Hybrid;pub.1051606231;2016;pblshr.1000235;American Society for Microbiology;jour.1047634;Microbiology Resource Announcements
Closed;pub.1051621592;2015;pblshr.1000010;American Medical Association (AMA);jour.1017255;JAMA Neurology
Gold;pub.1051621948;2016;pblshr.1004443;PeerJ;jour.1136887;PeerJ
Closed;pub.1051644653;2015;pblshr.1000078;Elsevier;jour.1013552;Soil Biology and Biochemistry
Gold;pub.1051652054;2016;pblshr.1000078;Elsevier;jour.1094748;Physics Letters B
Hybrid;pub.1051656206;2016;pblshr.1000292;Royal Society of Chemistry (RSC);jour.1043052;Nanoscale
Grün;pub.1051662403;2015;pblshr.1000311;Wiley;jour.1313351;Transfusion
Closed;pub.1051686442;2015;pblshr.1000078;Elsevier;jour.1026105;Computer Physics Communications
Gold;pub.1051692683;2016;pblshr.1000297;Springer Nature;jour.1045337;Scientific Reports
Closed;pub.1051693631;2015;pblshr.1000078;Elsevier;jour.1055446;Bioorganic Chemistry
Closed;pub.1051696578;2015;pblshr.1000311;Wiley;jour.1091146;Macromolecular Rapid Communications
Closed;pub.1051710725;2016;pblshr.1000078;Elsevier;jour.1031716;Meat Science
Closed;pub.1051730965;2016;pblshr.1000078;Elsevier;jour.1040733;Quaternary Science Reviews
Closed;pub.1051751196;2016;pblshr.1000297;Springer Nature;jour.1095684;Environmental Monitoring and Assessment
Gold;pub.1051755986;2016;pblshr.1000297;Springer Nature;jour.1043282;Nature Communications
Hybrid;pub.1051800403;2016;pblshr.1000297;Springer Nature;jour.1091511;International Journal of Primatology
Gold;pub.1051800636;2016;pblshr.1000078;Elsevier;jour.1094748;Physics Letters B
Hybrid;pub.1051808798;2016;pblshr.1000297;Springer Nature;jour.1028679;Euphytica
Closed;pub.1051847928;2016;pblshr.1000078;Elsevier;jour.1092475;TrAC Trends in Analytical Chemistry
Gold;pub.1051895903;2015;pblshr.1000374;De Gruyter;jour.1357519;Journal of Landscape Ecology
Closed;pub.1051913610;2017;pblshr.1000297;Springer Nature;jour.1358089;Journal of Pest Science
Gold;pub.1051923981;2015;pblshr.1000286;Oxford University Press (OUP);jour.1018982;Nucleic Acids Research
Closed;pub.1051936564;2015;pblshr.1000297;Springer Nature;jour.1312118;AStA Advances in Statistical Analysis
Closed;pub.1051938736;2015;pblshr.1000311;Wiley;jour.1018458;CLEAN - Soil Air Water
Closed;pub.1051938841;2015;pblshr.1000078;Elsevier;jour.1013552;Soil Biology and Biochemistry
Closed;pub.1051939918;2015;pblshr.1000078;Elsevier;jour.1013552;Soil Biology and Biochemistry
Hybrid;pub.1051943475;2015;pblshr.1000078;Elsevier;jour.1139841;Digital Investigation
Gold;pub.1051943542;2016;pblshr.1000340;Public Library of Science (PLoS);jour.1037553;PLoS ONE
Closed;pub.1051957044;2015;pblshr.1000078;Elsevier;jour.1126746;Journal of Hydrology
Grün;pub.1051973399;2015;pblshr.1000286;Oxford University Press (OUP);jour.1327770;Cerebral Cortex
Closed;pub.1052021713;2016;pblshr.1000297;Springer Nature;jour.1358706;Topics in Current Chemistry
Closed;pub.1052022743;2017;pblshr.1000297;Springer Nature;jour.1136739;The Review of Austrian Economics
Gold;pub.1052035176;2015;pblshr.1003145;Copernicus Publications;jour.1138769;ISPRS Annals of Photogrammetry Remote Sensing and Spatial Information Sciences
Gold;pub.1052058732;2016;pblshr.1000297;Springer Nature;jour.1045337;Scientific Reports
Closed;pub.1052062108;2017;pblshr.1000056;Cambridge University Press (CUP);jour.1295468;Renewable Agriculture and Food Systems
Gold;pub.1052067617;2016;pblshr.1000297;Springer Nature;jour.1043282;Nature Communications
Closed;pub.1052082533;2015;pblshr.1000311;Wiley;jour.1044313;Research Synthesis Methods
Gold;pub.1052085341;2015;pblshr.1003145;Copernicus Publications;jour.1284254;Biogeosciences
Gold;pub.1052110549;2015;pblshr.1000297;Springer Nature;jour.1049394;The European Physical Journal C
Bronze;pub.1052147918;2015;pblshr.1000078;Elsevier;jour.1017078;Biophysical Journal
Gold;pub.1052149951;2015;pblshr.1000235;American Society for Microbiology;jour.1047634;Microbiology Resource Announcements
Closed;pub.1052151377;2016;pblshr.1000276;Wolters Kluwer;jour.1113861;Current Opinion in Critical Care
Hybrid;pub.1052157097;2015;pblshr.1000016;American Physical Society (APS);jour.1320496;Physical Review D
Closed;pub.1052202701;2016;pblshr.1000311;Wiley;jour.1023179;Angewandte Chemie
Gold;pub.1052243452;2015;pblshr.1000297;Springer Nature;jour.1045165;EJNMMI Research
Grün;pub.1052243998;2015;pblshr.1000078;Elsevier;jour.1028249;Structure
Closed;pub.1052255088;2016;pblshr.1000297;Springer Nature;jour.1126575;Plant and Soil
Gold;pub.1052255520;2015;pblshr.1001965;Frontiers;jour.1040229;Frontiers in Behavioral Neuroscience
Closed;pub.1052327739;2016;pblshr.1000078;Elsevier;jour.1123271;Journal of Economic Psychology
Gold;pub.1052363884;2017;pblshr.1000078;Elsevier;jour.1050942;Bone Reports
Grün;pub.1052396642;2015;pblshr.1000297;Springer Nature;jour.1327406;Journal of Population Economics
Closed;pub.1052401613;2017;pblshr.1000297;Springer Nature;jour.1126575;Plant and Soil
Grün;pub.1052404954;2015;pblshr.1000078;Elsevier;jour.1121012;Physics Reports
Gold;pub.1052412061;2016;pblshr.1004374;eLife;jour.1046517;eLife
Closed;pub.1052419718;2016;pblshr.1000301;Taylor & Francis;jour.1270469;European Journal for Sport and Society
Gold;pub.1052421049;2016;pblshr.1000286;Oxford University Press (OUP);jour.1044096;AoB Plants
Gold;pub.1052444593;2016;pblshr.1000297;Springer Nature;jour.1050905;Intensive Care Medicine Experimental
Closed;pub.1052446409;2016;pblshr.1000078;Elsevier;jour.1031716;Meat Science
Gold;pub.1052455383;2015;pblshr.1000297;Springer Nature;jour.1117766;Critical Care
Grün;pub.1052465575;2015;pblshr.1000297;Springer Nature;jour.1135950;Agronomy for Sustainable Development
Closed;pub.1052471144;2016;pblshr.1000078;Elsevier;jour.1029510;Agriculture Ecosystems & Environment
Hybrid;pub.1052471364;2016;pblshr.1000311;Wiley;jour.1017044;Angewandte Chemie International Edition
Hybrid;pub.1052471737;2015;pblshr.1000016;American Physical Society (APS);jour.1320496;Physical Review D
Closed;pub.1052481078;2016;pblshr.1000078;Elsevier;jour.1031000;Field Crops Research
Closed;pub.1052500020;2015;pblshr.1000179;SAGE Publications;jour.1032811;SLAS TECHNOLOGY Translating Life Sciences Innovation
Closed;pub.1052511418;2015;pblshr.1000078;Elsevier;jour.1091687;Food Research International
Gold;pub.1052511447;2016;pblshr.1000297;Springer Nature;jour.1049394;The European Physical Journal C
Gold;pub.1052534662;2015;pblshr.1000078;Elsevier;jour.1044922;Agriculture and Agricultural Science Procedia
Closed;pub.1052551472;2017;pblshr.1000078;Elsevier;jour.1027451;International Journal of Forecasting
Grün;pub.1052560009;2017;pblshr.1000179;SAGE Publications;jour.1137569;Media Culture & Society
Grün;pub.1052578514;2015;pblshr.1000297;Springer Nature;jour.1135933;Constructive Approximation
Closed;pub.1052591031;2015;pblshr.1000297;Springer Nature;jour.1358101;Graefe's Archive for Clinical and Experimental Ophthalmology
Closed;pub.1052599022;2015;pblshr.1000316;American Chemical Society (ACS);jour.1081898;Journal of the American Chemical Society
Closed;pub.1052599462;2016;pblshr.1000078;Elsevier;jour.1013552;Soil Biology and Biochemistry
Gold;pub.1052607088;2015;pblshr.1000340;Public Library of Science (PLoS);jour.1037553;PLoS ONE
Closed;pub.1052610449;2017;pblshr.1000311;Wiley;jour.1032700;Ecography
Closed;pub.1052621728;2015;pblshr.1000297;Springer Nature;jour.1004729;European Archives of Psychiatry and Clinical Neuroscience
Hybrid;pub.1052630936;2015;pblshr.1000292;Royal Society of Chemistry (RSC);jour.1043529;MedChemComm
Closed;pub.1052646910;2015;pblshr.1000311;Wiley;jour.1016355;ChemInform
Closed;pub.1052649075;2015;pblshr.1000297;Springer Nature;jour.1357531;Forum
Closed;pub.1052654851;2016;pblshr.1000374;De Gruyter;jour.1140114;Zeitschrift für Antikes Christentum / Journal of Ancient Christianity
Gold;pub.1052659773;2016;pblshr.1000311;Wiley;jour.1048375;Physiological Reports
Closed;pub.1052666352;2017;pblshr.1000078;Elsevier;jour.1126746;Journal of Hydrology
Gold;pub.1052666410;2016;pblshr.1000297;Springer Nature;jour.1049394;The European Physical Journal C
Gold;pub.1052675088;2016;pblshr.1001965;Frontiers;jour.1044458;Frontiers in Microbiology
Hybrid;pub.1052694803;2015;pblshr.1000286;Oxford University Press (OUP);jour.1297444;FEMS Microbiology Ecology
Closed;pub.1052699703;2016;pblshr.1000317;AIP Publishing;jour.1017736;The Journal of Chemical Physics
Grün;pub.1052700310;2016;pblshr.1000078;Elsevier;jour.1031884;Economics & Human Biology
Bronze;pub.1052717016;2016;pblshr.1000286;Oxford University Press (OUP);jour.1023139;Botanical Journal of the Linnean Society
Closed;pub.1052729255;2016;pblshr.1000311;Wiley;jour.1018130;American Journal of Physical Anthropology
